N,k,Global_Accuracy,Class_0_Acc,Class_1_Acc,Class_2_Acc,Class_3_Acc,Class_4_Acc,Class_5_Acc,Class_6_Acc,Class_7_Acc,Class_8_Acc,Class_9_Acc
4500,10,0.85464,0.8848,0.9664,0.7976,0.8792,0.7696,0.8076,0.5732,0.9624,0.9484,0.9572
4500,15,0.8482,0.8704,0.9632,0.782,0.8764,0.766,0.786,0.5808,0.95,0.9464,0.9608
4500,20,0.84588,0.8768,0.9624,0.7764,0.8764,0.7632,0.7836,0.5684,0.95,0.9428,0.9588
5000,1,0.8511,0.835,0.9755,0.783,0.8345,0.7455,0.853,0.621,0.941,0.953,0.9695
5000,2,0.8473,0.9165,0.977,0.8545,0.8445,0.679,0.906,0.4665,0.96,0.927,0.942
5000,5,0.85575,0.8735,0.9715,0.8075,0.867,0.762,0.8375,0.579,0.946,0.9425,0.971
5000,10,0.85155,0.8805,0.965,0.804,0.8635,0.7685,0.8145,0.5675,0.948,0.9395,0.9645
5000,15,0.8457,0.877,0.963,0.7825,0.856,0.765,0.798,0.5705,0.9395,0.936,0.9695
5000,20,0.84395,0.885,0.961,0.782,0.8565,0.7645,0.796,0.5585,0.9405,0.932,0.9635
5500,1,0.858,0.8393333333333334,0.978,0.7893333333333333,0.8506666666666667,0.748,0.8706666666666667,0.6393333333333333,0.9433333333333334,0.954,0.9673333333333334
5500,2,0.8524666666666667,0.9186666666666666,0.98,0.8633333333333333,0.8446666666666667,0.7053333333333334,0.9066666666666666,0.478,0.9606666666666667,0.934,0.9333333333333333
5500,5,0.8628,0.8906666666666667,0.968,0.812,0.8746666666666667,0.7866666666666666,0.8373333333333334,0.594,0.9446666666666667,0.9553333333333334,0.9646666666666667
5500,10,0.8576666666666667,0.8926666666666667,0.966,0.8146666666666667,0.87,0.7706666666666667,0.8266666666666667,0.5813333333333334,0.9493333333333334,0.946,0.9593333333333334
5500,15,0.8518666666666667,0.888,0.9593333333333334,0.8013333333333333,0.866,0.7713333333333333,0.8,0.5793333333333334,0.9426666666666667,0.9446666666666667,0.966
5500,20,0.8488,0.8953333333333333,0.96,0.7986666666666666,0.8606666666666667,0.7673333333333333,0.7926666666666666,0.5673333333333334,0.9393333333333334,0.9433333333333334,0.9633333333333334
6000,1,0.8479,0.832,0.981,0.769,0.829,0.746,0.861,0.607,0.936,0.959,0.959
6000,2,0.8491,0.922,0.984,0.857,0.843,0.698,0.896,0.459,0.962,0.939,0.931
6000,5,0.857,0.881,0.973,0.799,0.864,0.774,0.827,0.585,0.944,0.957,0.966
6000,10,0.8546,0.901,0.967,0.81,0.858,0.781,0.811,0.56,0.947,0.952,0.959
6000,15,0.8502,0.887,0.963,0.79,0.86,0.791,0.796,0.562,0.943,0.95,0.96
6000,20,0.8464,0.894,0.96,0.784,0.853,0.78,0.786,0.553,0.949,0.948,0.957
